Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel,Word family
stomach,1282,4201,gut,5,3,2,None
stomach,1282,12584,paunch,-1,2,2,None
stomach,1282,13933,maw,-1,2,2,None
stomach,1282,30209,abdomen,-1,3,2,None
extras,37408,2126,addition,4,2,2,None
extras,37408,4553,extension,4,2,2,None
extras,37408,4801,complement,5,2,2,None
extras,37408,6216,attachment,4,2,2,None
extras,37408,9059,adjunct,-1,2,2,None
extras,37408,9213,supplement,6,2,2,None
extras,37408,10030,affix,-1,2,2,None
extras,37408,11536,bonus,4,1,2,None
extras,37408,13221,appendage,-1,2,2,None
extras,37408,22755,addendum,-1,2,2,None
extras,37408,34566,supernumerary,-1,2,2,None
extras,37408,35298,appurtenance,-1,2,2,None
popular,31447,220,now,1,3,3,popular
popular,31447,873,famous,1,1,3,popular
popular,31447,1249,social,3,3,3,popular
popular,31447,1786,beloved,5,1,3,popular
popular,31447,2175,celebrated,-1,3,3,popular
popular,31447,3863,selling,-1,3,3,popular
popular,31447,4345,suitable,3,1,3,popular
popular,31447,5245,preferred,-1,3,3,popular
popular,31447,5579,accepted,5,3,3,popular
popular,31447,5830,societal,-1,3,3,popular
popular,31447,5842,prominent,5,1,3,popular
popular,31447,8145,pleasing,-1,3,3,popular
popular,31447,10498,noted,-1,3,3,popular
popular,31447,11002,trendy,5,1,3,popular
popular,31447,12483,prevailing,-1,3,3,popular
popular,31447,12726,leading,4,3,3,popular
popular,31447,18563,approved,-1,3,3,popular
popular,31447,24488,lovable,-1,3,3,popular
popular,31447,25468,attractive,2,1,3,popular
popular,31447,25501,fashionable,3,1,3,popular
popular,31447,31446,in demand,3,3,3,popular
popular,31447,32817,okay,1,3,3,popular
popular,31447,33662,thing,1,3,3,popular
popular,31447,33732,notorious,5,3,3,popular
popular,31447,33767,stylish,3,3,3,popular
popular,31447,34100,in,1,3,3,popular
popular,31447,34343,well-liked,-1,3,3,popular
sort,871,21,race,2,2,1,None
sort,871,49,make,1,2,1,None
sort,871,57,body,1,2,1,None
sort,871,110,number,1,3,1,None
sort,871,113,order,2,2,1,None
sort,871,214,set,4,3,1,None
sort,871,333,lot,1,3,1,None
sort,871,592,family,1,2,1,None
sort,871,676,battery,3,2,1,None
sort,871,1088,character,3,3,1,None
sort,871,1157,stamp,2,2,1,None
sort,871,1280,class,1,2,1,None
sort,871,1413,nature,2,3,1,None
sort,871,1907,style,3,3,1,None
sort,871,2141,breed,4,2,1,None
sort,871,2976,description,3,3,1,None
sort,871,3046,parcel,-1,2,1,None
sort,871,3152,batch,-1,2,1,None
sort,871,3627,array,5,3,1,None
sort,871,4328,quality,3,3,1,None
sort,871,4600,suite,5,2,1,None
sort,871,4765,stripe,-1,2,1,None
sort,871,5208,category,4,2,1,None
sort,871,11736,denomination,-1,2,1,None
sort,871,14249,ilk,-1,2,1,None
sort,871,15047,kind,2,3,1,None
blonde,2434,474,light,3,2,1,None
blonde,2434,494,straw,-1,2,1,None
blonde,2434,1018,strawberry,-1,2,1,None
blonde,2434,1589,fair,3,2,1,None
blonde,2434,6421,champagne,-1,2,1,None
blonde,2434,11244,platinum,-1,2,1,None
blonde,2434,15772,albino,-1,2,1,None
blonde,2434,18788,blond,-1,1,1,None
blonde,2434,21657,pale,4,2,1,None
blonde,2434,23590,sallow,-1,2,1,None
blonde,2434,34034,washed-out,-1,3,1,None
blonde,2434,34357,snowy,-1,3,1,None
blonde,2434,37040,flaxen,-1,3,1,None
bill,3830,414,knock,3,2,1,None
bill,3830,567,note,1,1,1,None
bill,3830,654,check,2,1,1,None
bill,3830,2572,damage,3,2,1,None
bill,3830,2865,score,3,2,1,None
bill,3830,4239,statement,4,1,1,None
bill,3830,4524,tab,-1,2,1,None
bill,3830,6778,reckoning,-1,2,1,None
bill,3830,8578,debt,4,1,1,None
bill,3830,11893,invoice,-1,2,1,None
bill,3830,13711,chit,-1,2,1,None
bill,3830,35933,IOU,-1,2,1,None
comparative,5081,20,like,1,2,4,comparative
comparative,5081,201,similar,3,1,4,comparative
comparative,5081,2085,near,1,1,4,comparative
comparative,5081,4188,parallel,4,2,4,comparative
comparative,5081,4862,conditional,-1,1,4,comparative
comparative,5081,5491,related,4,1,4,comparative
comparative,5081,6052,corresponding,6,1,4,comparative
comparative,5081,7203,restricted,5,1,4,comparative
comparative,5081,8314,comparable,5,1,4,comparative
comparative,5081,8437,provisional,-1,3,4,comparative
comparative,5081,8806,qualified,3,1,4,comparative
comparative,5081,10088,matching,4,1,4,comparative
comparative,5081,13620,metaphorical,-1,1,4,comparative
comparative,5081,22085,approaching,-1,2,4,comparative
comparative,5081,28144,allusive,-1,1,4,comparative
net,1688,630,clear,2,2,1,net
net,1688,2189,pure,3,1,1,net
net,1688,2967,final,2,2,1,net
net,1688,3809,exclusive,5,2,1,net
net,1688,17545,remaining,4,2,1,net
thousand,917,9124,millennial,-1,1,2,None
fly,32759,204,climb,4,1,1,None
fly,32759,358,float,3,1,1,None
fly,32759,467,zoom,-1,2,1,None
fly,32759,514,sail,4,1,1,None
fly,32759,518,dive,3,2,1,None
fly,32759,906,soar,6,2,1,None
fly,32759,988,swoop,-1,1,1,None
fly,32759,1192,circle,2,1,1,None
fly,32759,1258,skim,-1,2,1,None
fly,32759,1369,glide,-1,1,1,None
fly,32759,1383,jet,4,2,1,None
fly,32759,1513,buzz,6,2,1,None
fly,32759,1661,hop,6,2,1,None
fly,32759,1682,dash,4,2,1,None
fly,32759,1711,pilot,2,1,1,None
fly,32759,1775,whoosh,-1,2,1,None
fly,32759,2095,travel,1,1,1,None
fly,32759,2456,skirt,1,2,1,None
fly,32759,2532,seagull,-1,2,1,None
fly,32759,2829,dart,-1,2,1,None
fly,32759,3138,operate,4,1,1,None
fly,32759,3221,hover,-1,2,1,None
fly,32759,4604,drift,6,1,1,None
fly,32759,4671,flutter,-1,1,1,None
fly,32759,6540,zip,-1,2,1,None
fly,32759,12220,maneuver,-1,2,1,None
fly,32759,13541,whiz,-1,2,1,None
fly,32759,18782,barnstorm,-1,2,1,None
fly,32759,24454,flit,-1,2,1,None
fly,32759,26120,circumnavigate,-1,2,1,None
fly,32759,26380,speed,3,1,1,None
fly,32759,31791,mount,6,2,1,None
fly,32759,31923,control,3,2,1,None
fly,32759,32336,cross,2,1,1,None
fly,32759,32760,hurry,2,2,1,None
fly,32759,32761,rush,4,1,1,None
fly,32759,32762,scud,-1,2,1,None
fly,32759,32763,whisk,-1,2,1,None
fly,32759,32861,reach,3,1,1,None
fly,32759,34338,shoot,3,1,1,None
fly,32759,36905,take flight,2,3,1,None
square,2348,838,upright,4,2,1,None
square,2348,1436,decent,4,3,1,None
square,2348,1589,fair,3,2,1,None
square,2348,2157,impersonal,5,3,1,None
square,2348,2158,unbiased,6,3,1,None
square,2348,3860,equal,3,2,1,None
square,2348,4244,objective,4,2,1,None
square,2348,5023,sporting,4,2,1,None
square,2348,7201,ethical,6,3,1,None
square,2348,17823,equitable,-1,3,1,None
square,2348,18049,impartial,-1,3,1,None
square,2348,30638,straight,2,2,1,None
square,2348,31316,even,2,2,1,None
square,2348,31391,just,2,3,1,None
square,2348,31630,straightforward,4,3,1,None
square,2348,31658,nonpartisan,-1,2,1,None
square,2348,33264,aboveboard,-1,3,1,None
heavy,421,656,large,2,3,2,None
heavy,421,744,huge,3,3,2,None
heavy,421,1168,massive,4,3,2,None
heavy,421,2029,bulky,5,3,2,None
heavy,421,2796,laden,-1,1,2,None
heavy,421,2802,considerable,4,3,2,None
heavy,421,4166,excessive,5,3,2,None
heavy,421,4462,overweight,4,2,2,None
heavy,421,5091,hefty,-1,3,2,None
heavy,421,5449,substantial,4,3,2,None
heavy,421,5702,stout,-1,2,2,None
heavy,421,7465,portly,-1,1,2,None
heavy,421,8280,chunky,-1,1,2,None
heavy,421,9582,obese,5,1,2,None
heavy,421,10190,copious,-1,1,2,None
heavy,421,10475,abundant,-1,3,2,None
heavy,421,10477,unwieldy,-1,3,2,None
heavy,421,11213,weighted,-1,1,2,None
heavy,421,11873,cumbersome,-1,3,2,None
heavy,421,12334,oppressed,-1,1,2,None
heavy,421,13173,ample,5,1,2,None
heavy,421,15000,fleshy,-1,1,2,None
heavy,421,15052,awkward,4,3,2,None
heavy,421,15679,beefy,-1,1,2,None
heavy,421,16486,ample,5,1,2,None
heavy,421,17749,burdensome,-1,3,2,None
heavy,421,18305,unmanageable,-1,1,2,None
heavy,421,19273,elephantine,-1,1,2,None
heavy,421,19557,gross,5,2,2,None
heavy,421,22013,ponderous,-1,1,2,None
heavy,421,28234,gross,5,2,2,None
heavy,27289,744,huge,3,1,2,None
heavy,27289,1168,massive,4,1,2,None
heavy,27289,2029,bulky,5,1,2,None
heavy,27289,2796,laden,-1,3,2,None
heavy,27289,2802,considerable,4,1,2,None
heavy,27289,4166,excessive,5,1,2,None
heavy,27289,4462,overweight,4,2,2,None
heavy,27289,5091,hefty,-1,1,2,None
heavy,27289,5449,substantial,4,1,2,None
heavy,27289,5702,stout,-1,2,2,None
heavy,27289,7465,portly,-1,3,2,None
heavy,27289,8280,chunky,-1,3,2,None
heavy,27289,9582,obese,5,3,2,None
heavy,27289,10190,copious,-1,3,2,None
heavy,27289,10475,abundant,-1,1,2,None
heavy,27289,10477,unwieldy,-1,1,2,None
heavy,27289,11213,weighted,-1,3,2,None
heavy,27289,11873,cumbersome,-1,1,2,None
heavy,27289,12334,oppressed,-1,3,2,None
heavy,27289,15000,fleshy,-1,3,2,None
heavy,27289,15052,awkward,4,1,2,None
heavy,27289,17749,burdensome,-1,1,2,None
heavy,27289,18305,unmanageable,-1,3,2,None
heavy,27289,19132,large,2,1,2,None
heavy,27289,19273,elephantine,-1,3,2,None
heavy,27289,22013,ponderous,-1,3,2,None
heavy,27289,24308,ample,5,3,2,None
heavy,27289,25492,beefy,-1,3,2,None
heavy,27289,28234,gross,5,2,2,None
heavy,27289,31315,big,1,1,2,None
heavy,27289,31682,loaded,-1,3,2,None
heavy,27289,31995,weighty,-1,1,2,None
heavy,27289,32388,zaftig,-1,3,2,None
heavy,27289,32403,fat,1,1,2,None
heavy,27289,32898,expectant,-1,3,2,None
heavy,27289,34131,corpulent,-1,3,2,None
heavy,27289,34133,porcine,-1,3,2,None
heavy,27289,34346,gravid,-1,3,2,None
heavy,27289,34347,pregnant,3,3,2,None
heavy,27289,34348,top-heavy,-1,3,2,None
heavy,16031,744,huge,3,1,2,None
heavy,16031,1168,massive,4,1,2,None
heavy,16031,2029,bulky,5,1,2,None
heavy,16031,2796,laden,-1,3,2,None
heavy,16031,2802,considerable,4,1,2,None
heavy,16031,4166,excessive,5,1,2,None
heavy,16031,4462,overweight,4,2,2,None
heavy,16031,5091,hefty,-1,1,2,None
heavy,16031,5449,substantial,4,1,2,None
heavy,16031,5702,stout,-1,2,2,None
heavy,16031,7465,portly,-1,3,2,None
heavy,16031,8280,chunky,-1,3,2,None
heavy,16031,9582,obese,5,3,2,None
heavy,16031,10190,copious,-1,3,2,None
heavy,16031,10475,abundant,-1,1,2,None
heavy,16031,10477,unwieldy,-1,1,2,None
heavy,16031,11213,weighted,-1,3,2,None
heavy,16031,11873,cumbersome,-1,1,2,None
heavy,16031,12334,oppressed,-1,3,2,None
heavy,16031,15000,fleshy,-1,3,2,None
heavy,16031,15052,awkward,4,1,2,None
heavy,16031,17274,ample,5,3,2,None
heavy,16031,17749,burdensome,-1,1,2,None
heavy,16031,18305,unmanageable,-1,3,2,None
heavy,16031,19132,large,2,1,2,None
heavy,16031,19273,elephantine,-1,3,2,None
heavy,16031,22013,ponderous,-1,3,2,None
heavy,16031,22028,beefy,-1,3,2,None
heavy,16031,28234,gross,5,2,2,None
heavy,16031,31315,big,1,1,2,None
heavy,16031,31682,loaded,-1,3,2,None
heavy,16031,31995,weighty,-1,1,2,None
heavy,16031,32388,zaftig,-1,3,2,None
heavy,16031,32403,fat,1,1,2,None
heavy,16031,32898,expectant,-1,3,2,None
heavy,16031,34131,corpulent,-1,3,2,None
heavy,16031,34133,porcine,-1,3,2,None
heavy,16031,34346,gravid,-1,3,2,None
heavy,16031,34347,pregnant,3,3,2,None
heavy,16031,34348,top-heavy,-1,3,2,None
heavy,22061,744,huge,3,1,2,None
heavy,22061,1168,massive,4,1,2,None
heavy,22061,2029,bulky,5,1,2,None
heavy,22061,2796,laden,-1,3,2,None
heavy,22061,2802,considerable,4,1,2,None
heavy,22061,4166,excessive,5,1,2,None
heavy,22061,4462,overweight,4,2,2,None
heavy,22061,5091,hefty,-1,1,2,None
heavy,22061,5449,substantial,4,1,2,None
heavy,22061,5702,stout,-1,2,2,None
heavy,22061,7465,portly,-1,3,2,None
heavy,22061,8280,chunky,-1,3,2,None
heavy,22061,9582,obese,5,3,2,None
heavy,22061,10190,copious,-1,3,2,None
heavy,22061,10475,abundant,-1,1,2,None
heavy,22061,10477,unwieldy,-1,1,2,None
heavy,22061,11213,weighted,-1,3,2,None
heavy,22061,11873,cumbersome,-1,1,2,None
heavy,22061,12334,oppressed,-1,3,2,None
heavy,22061,15000,fleshy,-1,3,2,None
heavy,22061,15052,awkward,4,1,2,None
heavy,22061,17274,ample,5,3,2,None
heavy,22061,17749,burdensome,-1,1,2,None
heavy,22061,18305,unmanageable,-1,3,2,None
heavy,22061,19132,large,2,1,2,None
heavy,22061,19273,elephantine,-1,3,2,None
heavy,22061,22013,ponderous,-1,3,2,None
heavy,22061,22028,beefy,-1,3,2,None
heavy,22061,28234,gross,5,2,2,None
heavy,22061,31315,big,1,1,2,None
heavy,22061,31682,loaded,-1,3,2,None
heavy,22061,31995,weighty,-1,1,2,None
heavy,22061,32388,zaftig,-1,3,2,None
heavy,22061,32403,fat,1,1,2,None
heavy,22061,32898,expectant,-1,3,2,None
heavy,22061,34131,corpulent,-1,3,2,None
heavy,22061,34133,porcine,-1,3,2,None
heavy,22061,34346,gravid,-1,3,2,None
heavy,22061,34347,pregnant,3,3,2,None
heavy,22061,34348,top-heavy,-1,3,2,None
heavy,25502,744,huge,3,1,2,None
heavy,25502,1168,massive,4,1,2,None
heavy,25502,2029,bulky,5,1,2,None
heavy,25502,2796,laden,-1,3,2,None
heavy,25502,2802,considerable,4,1,2,None
heavy,25502,4166,excessive,5,1,2,None
heavy,25502,4462,overweight,4,2,2,None
heavy,25502,5091,hefty,-1,1,2,None
heavy,25502,5449,substantial,4,1,2,None
heavy,25502,5702,stout,-1,2,2,None
heavy,25502,7465,portly,-1,3,2,None
heavy,25502,8280,chunky,-1,3,2,None
heavy,25502,9582,obese,5,3,2,None
heavy,25502,10190,copious,-1,3,2,None
heavy,25502,10475,abundant,-1,1,2,None
heavy,25502,10477,unwieldy,-1,1,2,None
heavy,25502,11213,weighted,-1,3,2,None
heavy,25502,11873,cumbersome,-1,1,2,None
heavy,25502,12334,oppressed,-1,3,2,None
heavy,25502,15000,fleshy,-1,3,2,None
heavy,25502,15052,awkward,4,1,2,None
heavy,25502,17749,burdensome,-1,1,2,None
heavy,25502,18305,unmanageable,-1,3,2,None
heavy,25502,19132,large,2,1,2,None
heavy,25502,19273,elephantine,-1,3,2,None
heavy,25502,22013,ponderous,-1,3,2,None
heavy,25502,24308,ample,5,3,2,None
heavy,25502,25492,beefy,-1,3,2,None
heavy,25502,28234,gross,5,2,2,None
heavy,25502,31315,big,1,1,2,None
heavy,25502,31682,loaded,-1,3,2,None
heavy,25502,31995,weighty,-1,1,2,None
heavy,25502,32388,zaftig,-1,3,2,None
heavy,25502,32403,fat,1,1,2,None
heavy,25502,32898,expectant,-1,3,2,None
heavy,25502,34131,corpulent,-1,3,2,None
heavy,25502,34133,porcine,-1,3,2,None
heavy,25502,34346,gravid,-1,3,2,None
heavy,25502,34347,pregnant,3,3,2,None
heavy,25502,34348,top-heavy,-1,3,2,None
software,12730,4329,program,2,3,2,None
software,12730,12280,courseware,-1,1,2,None
software,12730,22057,spreadsheet,-1,3,2,None
hold,187,960,sway,-1,2,1,None
hold,187,1335,purchase,4,2,1,None
hold,187,1501,clench,-1,2,1,None
hold,187,3288,retention,6,2,1,None
hold,187,3431,clasp,-1,2,1,None
hold,187,3500,grip,4,3,1,None
hold,187,3945,authority,4,2,1,None
hold,187,5630,dominance,6,3,1,None
hold,187,7047,dominion,-1,2,1,None
hold,187,8171,clinch,-1,2,1,None
hold,187,8226,clout,-1,2,1,None
hold,187,8400,tenure,5,2,1,None
hold,187,9916,ownership,5,2,1,None
hold,187,15935,occupancy,-1,2,1,None
story,22,79,book,1,3,2,None
story,22,255,information,2,3,2,None
story,22,294,report,3,3,2,None
story,22,313,beat,3,2,2,None
story,22,363,adventure,2,3,2,None
story,22,776,tale,4,3,2,None
story,22,1003,fiction,3,3,2,None
story,22,1060,legend,4,3,2,None
story,22,1086,history,2,3,2,None
story,22,1102,myth,4,3,2,None
story,22,1341,yarn,-1,2,2,None
story,22,1342,fable,-1,3,2,None
story,22,1344,chronicle,-1,2,2,None
story,22,1730,biography,3,3,2,None
story,22,1759,scoop,-1,2,2,None
story,22,1869,version,4,3,2,None
story,22,2001,article,3,3,2,None
story,22,2214,novel,3,3,2,None
story,22,2322,saga,-1,2,2,None
story,22,2364,comedy,3,3,2,None
story,22,2564,relation,3,2,2,None
story,22,2976,description,3,3,2,None
story,22,3265,record,2,3,2,None
story,22,4936,anecdote,-1,3,2,None
story,22,5015,romance,3,2,2,None
story,22,5660,narration,-1,2,2,None
story,22,5862,tragedy,4,3,2,None
story,22,7004,serial,5,2,2,None
story,22,8243,recital,-1,2,2,None
story,22,12962,potboiler,-1,2,2,None
story,22,14432,gag,-1,2,2,None
story,22,16818,cliffhanger,-1,2,2,None
story,22,20915,spiel,-1,2,2,None
story,22,24226,allegory,-1,2,2,None
appoint,32048,31,choose,1,1,2,None
appoint,32048,99,finger,2,2,2,None
appoint,32048,214,set,4,1,2,None
appoint,32048,2004,command,4,2,2,None
appoint,32048,2176,select,3,1,2,None
appoint,32048,2446,direct,3,2,2,None
appoint,32048,2776,establish,4,1,2,None
appoint,32048,2801,tap,4,2,2,None
appoint,32048,3217,elect,4,1,2,None
appoint,32048,3541,assign,5,1,2,None
appoint,32048,4216,install,3,1,2,None
appoint,32048,6215,commission,4,2,2,None
appoint,32048,6406,designate,5,1,2,None
appoint,32048,6502,delegate,5,2,2,None
appoint,32048,8378,allot,-1,2,2,None
appoint,32048,10708,ordain,-1,2,2,None
appoint,32048,12058,enjoin,-1,2,2,None
appoint,32048,12360,decree,-1,2,2,None
appoint,32048,12457,accredit,-1,2,2,None
appoint,32048,14365,nominate,5,1,2,None
appoint,32048,31343,fix,3,2,2,None
appoint,32048,31531,determine,5,2,2,None
appoint,32048,31533,name,1,1,2,None
appoint,32048,32029,settle,4,2,2,None
large,19132,456,full,2,1,1,large
large,19132,606,tidy,2,2,1,large
large,19132,744,huge,3,1,1,large
large,19132,1168,massive,4,1,1,large
large,19132,1181,enormous,3,1,1,large
large,19132,1469,plentiful,-1,3,1,large
large,19132,1626,comprehensive,5,2,1,large
large,19132,1766,vast,4,1,1,large
large,19132,1842,immense,5,1,1,large
large,19132,1893,booming,-1,3,1,large
large,19132,2029,bulky,5,3,1,large
large,19132,2067,gigantic,-1,1,1,large
large,19132,2084,thumping,-1,2,1,large
large,19132,2261,broad,3,1,1,large
large,19132,2802,considerable,4,1,1,large
large,19132,3100,generous,3,1,1,large
large,19132,3398,mountainous,-1,3,1,large
large,19132,3437,colossal,-1,3,1,large
large,19132,3565,monumental,-1,3,1,large
large,19132,3755,liberal,5,2,1,large
large,19132,4164,extensive,4,1,1,large
large,19132,4166,excessive,5,3,1,large
large,19132,4545,jumbo,-1,3,1,large
large,19132,5091,hefty,-1,1,1,large
large,19132,5449,substantial,4,1,1,large
large,19132,5765,spacious,5,1,1,large
large,19132,6058,goodly,-1,3,1,large
large,19132,6234,super,4,2,1,large
large,19132,6472,sweeping,-1,2,1,large
large,19132,6550,extravagant,6,3,1,large
large,19132,8061,exorbitant,-1,3,1,large
large,19132,8236,immeasurable,-1,3,1,large
large,19132,8390,humongous,-1,3,1,large
large,19132,10120,whopping,-1,3,1,large
