Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabe,Word Family,Meaning,Onset for first letter,
ambiguous,3988,16769,cryptic,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,3988,16848,indeterminate,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,3988,18070,puzzling,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,3988,21954,doubtful,4,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,3988,23983,inconclusive,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,2199,unclear,4,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,2306,vague,5,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,3655,questionable,6,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,4808,indefinite,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,5823,opaque,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,6335,unintelligible,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,6580,enigmatic,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,7496,obscure,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,16848,indeterminate,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,17402,dubious,6,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,18070,puzzling,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,20144,cryptic,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,23983,inconclusive,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,25461,doubtful,4,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,31624,equivocal,-1,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,31823,uncertain,4,1,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,32839,muddy,4,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
ambiguous,13616,38854,polysemous,-1,3,3,ambi,"{'Adjective': ['open to two or more interpretations; or of uncertain nature or significance; or (often', 'or ambiguous', 'having more than one possible meaning', 'having no intrinsic or objective meaning; not organized in conventional patterns']}",['ambiguous'],ambiguous
amend,6905,112,right,1,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,265,help,1,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,607,lift,3,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,732,mend,3,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,1452,raise,3,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,1767,better,1,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,2348,square,2,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,2870,remedy,4,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,3625,modify,5,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,4042,repair,2,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,4343,rectify,5,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,5223,revise,4,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,6078,elevate,5,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,18397,ameliorate,-1,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,27574,enhance,5,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,31338,alter,4,1,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,31339,change,1,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,31343,fix,3,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amend,6905,32116,reform,6,2,2,amend,"{'Verb': ['make amendments to', 'to make better', 'set straight or right']}","['amend', 'emend']",amend;emend;anend;arend;trend
amendment,8396,2870,remedy,4,3,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,3994,correction,3,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,4042,repair,2,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,5276,improvement,3,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,5537,alteration,5,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,5694,revision,4,3,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,6271,betterment,-1,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,8340,modification,5,3,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,11539,enhancement,-1,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,14720,reformation,-1,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,20137,mending,-1,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
amendment,8396,23823,rectification,-1,2,3,amend,"{'Noun': ['the act of amending or correcting', 'a statement that is added to or revises or improves a proposal or document (a bill or constitution etc.']}",['amendment'],amendment
analogous,32990,20,like,1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,1158,uniform,2,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,1581,alike,3,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,2219,akin,-1,1,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,4188,parallel,4,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,4231,correspondent,5,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,4867,consonant,3,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,5491,related,4,1,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,6052,corresponding,6,1,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,8314,comparable,5,1,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,11214,interchangeable,-1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,13787,homologous,-1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,15835,convertible,-1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,20883,undifferentiated,-1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,21266,kindred,-1,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogous,32990,32863,equivalent,5,3,4,analogy,"{'Adjective': ['similar or equivalent in some respects though otherwise dissimilar', 'corresponding in function but not in evolutionary origin']}",['analogous'],analogous
analogy,9814,786,relationship,4,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,1744,metaphor,6,3,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,2564,relation,3,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,4188,parallel,4,3,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,5407,resemblance,6,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,5968,affinity,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,9606,correspondence,5,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,13199,semblance,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,9814,14662,equivalence,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,786,relationship,4,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,1744,metaphor,6,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,2564,relation,3,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,4188,parallel,4,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,5407,resemblance,6,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,5968,affinity,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,9606,correspondence,5,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,13199,semblance,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,14662,equivalence,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,31730,comparison,4,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,31734,simile,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,31735,similitude,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,33838,likeness,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,27742,35405,correlation,5,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,786,relationship,4,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,1744,metaphor,6,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,2564,relation,3,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,4188,parallel,4,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,5407,resemblance,6,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,5968,affinity,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,9606,correspondence,5,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,13199,semblance,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,14662,equivalence,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,31730,comparison,4,1,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,31734,simile,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,31735,similitude,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
analogy,29749,33838,likeness,-1,2,4,analogy,"{'Noun': ['an inference that if things agree in some respects they probably agree in others', 'drawing a comparison in order to show a similarity in some respect', 'the religious belief that between creature and creator no similarity can be found so great but that the dissimilarity is always greater; any analogy between God and humans will always be inadequate']}",['analogy'],analogy
