Word,Word-ID,Syn-ID,Synonym,CEFR,Strength,Syllabel
actor,32400,4102,villain,-1,1,2
actor,32400,4536,amateur,5,2,2
actor,32400,7239,idol,5,2,2
actor,32400,7839,clown,-1,1,2
actor,32400,7872,mime,-1,2,2
actor,32400,10893,foil,-1,2,2
actor,32400,12571,thespian,-1,2,2
actor,32400,12618,entertainer,4,1,2
actor,32400,12667,stooge,-1,2,2
actor,32400,14404,impersonator,-1,2,2
actor,32400,20219,ventriloquist,-1,2,2
actor,32400,24361,comedian,4,1,2
actor,32400,28070,understudy,-1,2,2
actor,32400,31793,performer,3,1,2
actor,32400,31794,lead,4,2,2
actor,32400,31795,trouper,-1,2,2
yesterday,497,1334,recently,3,1,3
yesterday,497,1762,past,2,2,3
yesterday,497,11254,bygone,-1,2,3
bank,2245,1429,fund,5,1,1
bank,2245,1659,store,3,1,1
bank,2245,1983,reserve,3,2,1
bank,2245,3416,stock,5,1,1
bank,2245,3525,storehouse,-1,2,1
bank,2245,4890,hoard,-1,2,1
bank,2245,8114,reservoir,-1,2,1
bank,2245,8164,vault,-1,2,1
bank,2245,8813,coffer,-1,2,1
bank,2245,11391,thrift,-1,2,1
bank,2245,11425,stockpile,-1,2,1
bank,2245,12460,depository,-1,2,1
bank,2245,12786,repository,-1,2,1
bank,2245,32074,safe,1,2,1
bank,2245,37411,savings,-1,2,1
study,2272,196,review,5,1,2
study,2272,983,lesson,1,2,2
study,2272,1247,subject,3,1,2
study,2272,1280,class,1,1,2
study,2272,1743,reflection,4,2,2
study,2272,1989,attention,3,2,2
study,2272,2378,exercise,2,1,2
study,2272,2540,concentration,4,2,2
study,2272,3030,meditation,5,2,2
study,2272,3547,inspection,5,1,2
study,2272,3779,research,3,1,2
study,2272,3780,contemplation,-1,2,2
study,2272,3993,application,3,1,2
study,2272,4004,debate,4,1,2
study,2272,4242,examination,4,1,2
study,2272,4325,reading,1,2,2
study,2272,4419,survey,4,1,2
study,2272,4634,trance,-1,2,2
study,2272,5873,questioning,-1,2,2
study,2272,6110,muse,-1,2,2
study,2272,6984,investigation,4,1,2
study,2272,7137,reasoning,6,2,2
study,2272,8471,deliberation,-1,2,2
study,2272,10311,musing,-1,2,2
study,2272,11986,reverie,-1,2,2
study,2272,12681,rumination,-1,2,2
study,2272,12980,inquiry,3,1,2
study,2272,13361,abstraction,-1,2,2
study,2272,16480,weighing,-1,2,2
study,2272,21256,cogitation,-1,2,2
study,2272,22075,schoolwork,-1,2,2
study,2272,31730,comparison,4,2,2
study,2272,32315,scrutiny,6,2,2
study,2272,33624,consideration,4,1,2
study,2272,34762,course,1,1,2
doctor,410,613,scientist,3,3,2
doctor,410,1404,healer,-1,2,2
doctor,410,1454,professor,3,3,2
doctor,410,1487,specialist,4,3,2
doctor,410,4116,surgeon,4,3,2
doctor,410,9418,intern,-1,2,2
doctor,410,9603,quack,-1,2,2
doctor,410,15084,doc,-1,2,2
doctor,410,19713,medico,-1,2,2
doctor,410,20772,expert,3,3,2
supermarket,2397,610,shop,1,3,4
supermarket,2397,954,mall,3,3,4
supermarket,2397,1589,fair,3,3,4
supermarket,2397,1659,store,3,3,4
supermarket,2397,2348,square,2,3,4
supermarket,2397,2542,stall,4,3,4
supermarket,2397,2698,exchange,3,3,4
supermarket,2397,3232,booth,-1,3,4
supermarket,2397,4468,truck,2,3,4
supermarket,2397,7223,outlet,5,3,4
supermarket,2397,8312,showroom,-1,3,4
supermarket,2397,8590,warehouse,5,3,4
supermarket,2397,10104,bazaar,-1,3,4
supermarket,2397,14222,bodega,-1,3,4
supermarket,2397,20025,emporium,-1,3,4
supermarket,2397,21528,drugstore,3,3,4
supermarket,2397,22906,souk,-1,3,4
supermarket,2397,23120,mart,-1,3,4
supermarket,2397,23258,delicatessen,-1,3,4
supermarket,2397,33950,business,1,3,4
supermarket,2397,33951,stock exchange,-1,3,4
supermarket,2397,33952,trading post,-1,3,4
word,31303,598,conversation,1,1,1
word,31303,1217,chat,2,2,1
word,31303,4764,discussion,3,2,1
word,31303,14080,consultation,6,2,1
word,31303,24179,tête-à-tête,-1,3,1
word,31303,31585,talk,1,1,1
word,31303,33492,confab,-1,2,1
word,31303,36383,confabulation,-1,2,1
word,7569,598,conversation,1,1,1
word,7569,1217,chat,2,2,1
word,7569,4764,discussion,3,2,1
word,7569,14080,consultation,6,2,1
word,7569,24179,tête-à-tête,-1,3,1
word,7569,31585,talk,1,1,1
word,7569,33492,confab,-1,2,1
word,7569,36383,confabulation,-1,2,1
fish,393,1407,chum,-1,2,1
fish,393,1478,extract,4,2,1
fish,393,1688,net,2,2,1
fish,393,2045,produce,3,2,1
fish,393,2145,trawl,-1,2,1
fish,393,2310,angle,5,2,1
fish,393,6706,bait,-1,2,1
fish,393,10215,bob,-1,2,1
fish,393,12760,cast,4,2,1
fish,393,13047,extricate,-1,2,1
fish,393,14433,troll,-1,2,1
clever,4301,245,good,1,3,2
clever,4301,433,deep,2,3,2
clever,4301,461,brilliant,3,3,2
clever,4301,620,handy,6,3,2
clever,4301,757,able,2,3,2
clever,4301,1057,wise,4,3,2
clever,4301,1123,sharp,3,3,2
clever,4301,2834,intelligent,3,3,2
clever,4301,3469,cunning,6,3,2
clever,4301,3773,sensible,3,3,2
clever,4301,4516,competent,5,3,2
clever,4301,4935,rational,5,3,2
clever,4301,5040,knowing,-1,3,2
clever,4301,5440,skilled,4,3,2
clever,4301,5734,apt,-1,3,2
clever,4301,5991,witty,4,3,2
clever,4301,6006,nimble,-1,3,2
clever,4301,6587,brainy,-1,3,2
clever,4301,6746,pro,4,3,2
clever,4301,7644,talented,3,3,2
clever,4301,7691,gifted,5,3,2
clever,4301,8806,qualified,3,3,2
clever,4301,9231,inventive,-1,3,2
clever,4301,9388,savvy,-1,3,2
clever,4301,11299,discerning,-1,3,2
clever,4301,12049,cagey,-1,3,2
clever,4301,12120,sagacious,-1,3,2
clever,4301,12666,shrewd,6,3,2
clever,4301,14320,sprightly,-1,3,2
clever,4301,15124,knowledgeable,5,3,2
clever,4301,15340,slick,-1,3,2
clever,4301,17946,quick,2,3,2
clever,4301,19528,adroit,-1,3,2
clever,4301,21422,adept,-1,3,2
clever,4301,24182,astute,-1,3,2
clever,4301,24357,canny,-1,3,2
clever,4301,24475,expert,3,3,2
clever,4301,27508,keen,3,3,2
clever,4301,30751,capable,4,3,2
clever,4301,31349,resourceful,6,3,2
clever,4301,31816,smart,3,3,2
clever,4301,31894,sly,-1,3,2
clever,4301,32561,alert,5,3,2
clever,4301,32792,pretty,3,3,2
clever,4301,32834,crackerjack,-1,3,2
clever,4301,34448,versatile,6,3,2
clever,4301,35381,many-sided,-1,3,2
old,26275,378,tired,1,1,1
old,26275,951,senior,4,2,1
old,26275,1095,ancient,3,1,1
old,26275,1324,gray,-1,1,1
old,26275,4322,elderly,3,1,1
old,26275,4656,seasoned,-1,3,1
old,26275,4724,venerable,-1,1,1
old,26275,5127,exhausted,3,3,1
old,26275,5440,skilled,4,3,1
old,26275,5545,experienced,3,3,1
old,26275,7083,veteran,6,2,1
old,26275,7085,decrepit,-1,1,1
old,26275,7086,senile,-1,3,1
old,26275,7087,geriatric,-1,3,1
old,26275,7318,infirm,-1,3,1
old,26275,10479,matured,-1,3,1
old,26275,10984,impaired,-1,3,1
old,26275,16418,inactive,-1,3,1
old,26275,19495,hoary,-1,3,1
old,26275,31552,mature,4,1,1
old,26275,34585,enfeebled,-1,3,1
old,26275,35634,aged,2,1,1
old,26275,35635,broken down,-1,3,1
old,26275,35636,grizzled,-1,3,1
old,26275,35637,olden,-1,3,1
old,26275,35638,oldish,-1,3,1
old,26275,35639,wasted,-1,3,1
old,26275,39426,superannuated,-1,3,1
old,27151,378,tired,1,1,1
old,27151,951,senior,4,2,1
old,27151,1095,ancient,3,1,1
old,27151,1324,gray,-1,1,1
old,27151,4322,elderly,3,1,1
old,27151,4656,seasoned,-1,3,1
old,27151,4724,venerable,-1,1,1
old,27151,5127,exhausted,3,3,1
old,27151,5440,skilled,4,3,1
old,27151,5545,experienced,3,3,1
old,27151,7083,veteran,6,2,1
old,27151,7085,decrepit,-1,1,1
old,27151,7086,senile,-1,3,1
old,27151,7087,geriatric,-1,3,1
old,27151,7318,infirm,-1,3,1
old,27151,10479,matured,-1,3,1
old,27151,10984,impaired,-1,3,1
old,27151,16418,inactive,-1,3,1
old,27151,19495,hoary,-1,3,1
old,27151,31552,mature,4,1,1
old,27151,34585,enfeebled,-1,3,1
old,27151,35634,aged,2,1,1
old,27151,35635,broken down,-1,3,1
old,27151,35636,grizzled,-1,3,1
old,27151,35637,olden,-1,3,1
old,27151,35638,oldish,-1,3,1
old,27151,35639,wasted,-1,3,1
old,27151,39426,superannuated,-1,3,1
old,27996,378,tired,1,1,1
old,27996,951,senior,4,2,1
old,27996,1095,ancient,3,1,1
old,27996,1324,gray,-1,1,1
old,27996,4322,elderly,3,1,1
old,27996,4656,seasoned,-1,3,1
old,27996,4724,venerable,-1,1,1
old,27996,5127,exhausted,3,3,1
old,27996,5440,skilled,4,3,1
old,27996,5545,experienced,3,3,1
old,27996,7083,veteran,6,2,1
old,27996,7085,decrepit,-1,1,1
old,27996,7086,senile,-1,3,1
old,27996,7087,geriatric,-1,3,1
old,27996,7318,infirm,-1,3,1
old,27996,10479,matured,-1,3,1
old,27996,10984,impaired,-1,3,1
old,27996,16418,inactive,-1,3,1
old,27996,19495,hoary,-1,3,1
old,27996,31552,mature,4,1,1
old,27996,34585,enfeebled,-1,3,1
old,27996,35634,aged,2,1,1
old,27996,35635,broken down,-1,3,1
old,27996,35636,grizzled,-1,3,1
old,27996,35637,olden,-1,3,1
old,27996,35638,oldish,-1,3,1
old,27996,35639,wasted,-1,3,1
old,27996,39426,superannuated,-1,3,1
old,19232,378,tired,1,1,1
old,19232,951,senior,4,2,1
old,19232,1095,ancient,3,1,1
old,19232,1324,gray,-1,1,1
old,19232,4322,elderly,3,1,1
old,19232,4656,seasoned,-1,3,1
old,19232,4724,venerable,-1,1,1
old,19232,5127,exhausted,3,3,1
old,19232,5440,skilled,4,3,1
old,19232,5545,experienced,3,3,1
old,19232,7083,veteran,6,2,1
old,19232,7085,decrepit,-1,1,1
old,19232,7086,senile,-1,3,1
old,19232,7087,geriatric,-1,3,1
old,19232,7318,infirm,-1,3,1
old,19232,10479,matured,-1,3,1
old,19232,10984,impaired,-1,3,1
old,19232,16418,inactive,-1,3,1
old,19232,19495,hoary,-1,3,1
old,19232,31552,mature,4,1,1
old,19232,34585,enfeebled,-1,3,1
old,19232,35634,aged,2,1,1
old,19232,35635,broken down,-1,3,1
old,19232,35636,grizzled,-1,3,1
old,19232,35637,olden,-1,3,1
old,19232,35638,oldish,-1,3,1
old,19232,35639,wasted,-1,3,1
old,19232,39426,superannuated,-1,3,1
old,440,378,tired,1,3,1
old,440,951,senior,4,2,1
old,440,1095,ancient,3,3,1
old,440,1324,gray,-1,3,1
old,440,4322,elderly,3,3,1
old,440,4656,seasoned,-1,1,1
old,440,4724,venerable,-1,3,1
old,440,5127,exhausted,3,1,1
old,440,5440,skilled,4,1,1
old,440,5545,experienced,3,1,1
old,440,7083,veteran,6,2,1
old,440,7085,decrepit,-1,3,1
old,440,7086,senile,-1,1,1
old,440,7087,geriatric,-1,1,1
old,440,7318,infirm,-1,1,1
old,440,10479,matured,-1,1,1
old,440,10984,impaired,-1,1,1
old,440,16418,inactive,-1,1,1
old,440,19495,hoary,-1,1,1
old,25394,378,tired,1,1,1
old,25394,951,senior,4,2,1
old,25394,1095,ancient,3,1,1
old,25394,1324,gray,-1,1,1
old,25394,4322,elderly,3,1,1
old,25394,4656,seasoned,-1,3,1
old,25394,4724,venerable,-1,1,1
old,25394,5127,exhausted,3,3,1
old,25394,5440,skilled,4,3,1
old,25394,5545,experienced,3,3,1
old,25394,7083,veteran,6,2,1
old,25394,7085,decrepit,-1,1,1
old,25394,7086,senile,-1,3,1
old,25394,7087,geriatric,-1,3,1
old,25394,7318,infirm,-1,3,1
old,25394,10479,matured,-1,3,1
old,25394,10984,impaired,-1,3,1
old,25394,16418,inactive,-1,3,1
old,25394,19495,hoary,-1,3,1
old,25394,31552,mature,4,1,1
old,25394,34585,enfeebled,-1,3,1
old,25394,35634,aged,2,1,1
old,25394,35635,broken down,-1,3,1
old,25394,35636,grizzled,-1,3,1
old,25394,35637,olden,-1,3,1
old,25394,35638,oldish,-1,3,1
old,25394,35639,wasted,-1,3,1
old,25394,39426,superannuated,-1,3,1
tooth,401,1121,fang,-1,2,1
tooth,401,5572,ivory,-1,2,1
tooth,401,14165,incisor,-1,2,1
tooth,401,23351,molar,-1,2,1
something,36326,1527,object,3,1,3
something,36326,2001,article,3,3,3
something,36326,2684,existence,4,3,3
something,36326,2984,being,6,3,3
something,36326,3078,substance,4,3,3
something,36326,3410,individual,4,3,3
something,36326,7818,existent,-1,3,3
something,36326,33662,thing,1,1,3
something,36326,37306,commodity,5,3,3
horse,482,2388,pony,-1,2,1
horse,482,3963,plug,5,2,1
horse,482,12536,steed,-1,2,1
horse,482,12542,mare,-1,3,1
horse,482,14403,nag,-1,2,1
horse,482,18592,filly,-1,3,1
thing,33662,57,body,1,2,1
thing,33662,255,information,2,1,1
thing,33662,293,fact,2,1,1
thing,33662,342,person,1,1,1
thing,33662,477,shape,3,2,1
thing,33662,550,matter,4,1,1
thing,33662,617,anything,1,1,1
thing,33662,657,piece,1,1,1
thing,33662,749,tool,2,2,1
thing,33662,818,material,4,1,1
thing,33662,948,creature,3,2,1
thing,33662,1130,form,4,2,1
thing,33662,1132,machine,2,2,1
thing,33662,1247,subject,3,1,1
thing,33662,1527,object,3,1,1
thing,33662,1634,entity,6,2,1
thing,33662,1779,phenomenon,5,1,1
thing,33662,1807,figure,3,2,1
thing,33662,2001,article,3,2,1
thing,33662,2026,item,3,1,1
thing,33662,2031,instrument,2,2,1
thing,33662,2108,situation,3,1,1
thing,33662,2351,concept,4,1,1
thing,33662,2573,affair,4,2,1
thing,33662,2684,existence,4,2,1
thing,33662,2984,being,6,2,1
thing,33662,3078,substance,4,2,1
thing,33662,3080,device,4,2,1
thing,33662,3379,circumstance,4,2,1
thing,33662,3410,individual,4,2,1
thing,33662,4203,element,4,1,1
thing,33662,4224,gadget,5,2,1
thing,33662,4849,implement,4,2,1
thing,33662,5965,apparatus,5,2,1
thing,33662,7569,word,1,1,1
thing,33662,7818,existent,-1,3,1
thing,33662,8535,mechanism,5,2,1
thing,33662,9781,configuration,5,2,1
thing,33662,11315,materiality,-1,2,1
thing,33662,12583,portion,5,2,1
thing,33662,19238,means,4,2,1
thing,33662,20599,contrivance,-1,2,1
thing,33662,31319,part,2,1,1
thing,33662,31496,concern,5,1,1
thing,33662,32087,point,3,1,1
thing,33662,32913,stuff,3,1,1
thing,33662,33950,business,1,1,1
thing,33662,33979,goods,3,2,1
thing,33662,36827,everything,2,1,1
thing,33662,37306,commodity,5,2,1
father,334,664,dad,1,3,2
father,334,853,pop,2,2,2
father,334,2486,source,4,2,2
father,334,4289,sire,-1,2,2
father,334,5566,predecessor,6,3,2
father,334,6214,papa,-1,2,2
father,334,14159,progenitor,-1,2,2
father,334,15559,ancestor,4,3,2
ad,37280,96,notice,3,2,1
ad,37280,2011,commercial,4,2,1
ad,37280,3963,plug,5,2,1
ad,37280,4658,flyer,-1,2,1
ad,37280,5916,promotion,4,2,1
ad,37280,7000,announcement,3,2,1
ad,37280,25287,circular,4,2,1
ad,37280,35583,endorsement,5,2,1
snow,523,4000,blizzard,-1,3,1
snow,523,10969,snowfall,-1,2,1
mother,328,2486,source,4,2,2
mother,328,2837,mom,1,3,2
mother,328,5566,predecessor,6,2,2
mother,328,14159,progenitor,-1,2,2
mother,328,15559,ancestor,4,2,2
mother,328,21924,mommy,-1,2,2
more,384,443,new,1,3,1
more,384,563,extra,2,3,1
more,384,1505,other,1,3,1
more,384,1729,fresh,3,1,1
more,384,1765,higher,-1,3,1
more,384,1964,further,3,3,1
more,384,1995,numerous,5,1,1
more,384,2723,spare,3,2,1
more,384,4258,major,4,2,1
more,384,5679,farther,-1,1,1
more,384,5762,innumerable,6,1,1
more,384,7110,increased,-1,1,1
more,384,7504,likewise,6,1,1
more,384,7533,enhanced,-1,1,1
more,384,7618,supplementary,-1,1,1
more,384,23995,expanded,-1,1,1
more,384,28094,massed,-1,1,1
more,384,29268,added,-1,1,1
more,384,29826,augmented,-1,1,1
money,604,216,roll,4,2,2
money,604,250,bread,1,2,2
money,604,569,pay,1,3,2
money,604,654,check,2,3,2
money,604,683,coin,3,2,2
money,604,801,gold,2,2,2
money,604,865,treasure,4,2,2
money,604,1034,silver,2,2,2
money,604,1429,fund,5,3,2
money,604,1882,wealth,4,3,2
money,604,2232,dough,-1,2,2
money,604,3830,bill,2,3,2
money,604,4426,cash,2,3,2
money,604,4968,wage,3,3,2
money,604,5395,wad,-1,2,2
money,604,6001,payment,4,3,2
money,604,6116,gravy,-1,2,2
money,604,6795,salary,3,3,2
money,604,7398,loot,-1,2,2
money,604,9035,greenback,-1,2,2
money,604,10373,bankroll,-1,2,2
money,604,17981,banknote,-1,2,2
money,604,20636,coinage,-1,2,2
cheese,978,262,lion,1,2,1
cheese,978,357,star,1,3,1
cheese,978,591,personality,4,3,1
cheese,978,1090,hero,3,3,1
cheese,978,1430,ace,-1,2,1
cheese,978,1807,figure,3,3,1
cheese,978,3802,worthy,5,2,1
cheese,978,4474,somebody,2,2,1
cheese,978,5746,notable,5,2,1
cheese,978,8093,celeb,-1,1,1
cheese,978,9064,heavyweight,-1,2,1
cheese,978,9066,superstar,-1,3,1
cheese,978,11225,magnate,-1,2,1
cheese,978,12078,immortal,6,2,1
cheese,978,12079,bigwig,-1,2,1
cheese,978,13729,luminary,-1,3,1
cheese,978,14600,personage,-1,3,1
cheese,978,14781,cynosure,-1,2,1
cheese,978,15067,VIP,-1,2,1
bedroom,239,1858,chamber,5,3,2
bedroom,239,7286,cubicle,-1,3,2
seeing,36027,4621,noticing,-1,2,1
seeing,36027,13681,perceiving,-1,2,1
seeing,36027,18956,surveying,-1,2,1
seeing,36027,28807,witnessing,-1,2,1
seeing,36027,31841,aware,4,3,1
seeing,36027,32561,alert,5,2,1
seeing,36027,33149,awake,3,2,1
seeing,36027,33153,observant,6,3,1
seeing,36027,37318,viewing,-1,2,1
seeing,36027,37410,looking,-1,2,1
black,197,545,shadowy,-1,1,1
black,197,791,coal,3,2,1
black,197,1383,jet,4,2,1
black,197,1641,dusky,-1,1,1
black,197,1644,pitch,4,2,1
black,197,2830,slate,-1,2,1
black,197,3390,ebony,-1,2,1
black,197,3721,sombre,-1,1,1
black,197,5767,dingy,-1,1,1
black,197,6196,swarthy,-1,1,1
black,197,6846,charcoal,-1,2,1
black,197,7377,livid,-1,1,1
black,197,7405,clouded,-1,2,1
black,197,7457,murky,-1,1,1
black,197,15888,onyx,-1,2,1
black,197,21675,sooty,-1,1,1
black,197,21922,raven,-1,2,1
black,197,22297,sable,-1,2,1
black,197,23827,somber,-1,1,1
black,197,30862,sloe,-1,2,1
brother,661,589,twin,2,3,2
brother,661,2564,relation,3,2,2
think,31608,182,take,3,1,1
think,31608,187,hold,2,2,1
think,31608,644,gather,4,2,1
think,31608,735,suspect,4,2,1
think,31608,884,sense,4,2,1
think,31608,1459,judge,4,1,1
think,31608,2195,conclude,5,2,1
think,31608,2355,image,6,2,1
think,31608,2499,regard,4,2,1
think,31608,2909,fancy,3,2,1
think,31608,2973,project,4,2,1
think,31608,3074,estimate,4,2,1
think,31608,3169,assume,4,1,1
think,31608,3300,vision,4,2,1
think,31608,4276,esteem,-1,2,1
think,31608,5106,comprehend,-1,2,1
think,31608,5207,credit,4,2,1
think,31608,6066,surmise,-1,2,1
think,31608,6270,conceive,6,2,1
think,31608,7100,deem,6,2,1
think,31608,8643,envisage,5,2,1
think,31608,19728,visualize,-1,2,1
think,31608,24076,expect,3,1,1
think,31608,26202,see,1,1,1
think,31608,26459,envision,-1,2,1
think,31608,31531,determine,5,1,1
think,31608,31548,consider,3,1,1
think,31608,31564,imagine,3,2,1
think,31608,31604,foresee,5,2,1
think,31608,31607,suppose,2,2,1
think,31608,31609,feel,1,1,1
think,31608,31611,presume,5,2,1
think,31608,31612,reckon,4,2,1
think,31608,31613,understand,1,1,1
think,31608,32106,feature,4,2,1
think,31608,32115,guess,2,1,1
think,31608,34893,realize,3,1,1
wait,90,187,hold,2,2,1
wait,90,222,rest,3,2,1
wait,90,242,down,2,2,1
wait,90,504,stay,1,2,1
wait,90,6180,interval,6,3,1
wait,90,8442,interim,6,2,1
wait,90,14854,downtime,-1,2,1
drive,32722,24,run,1,1,1
drive,32722,36,ride,1,1,1
drive,32722,219,turn,4,2,1
drive,32722,247,trip,2,1,1
drive,32722,607,lift,3,2,1
drive,32722,1124,spin,5,2,1
drive,32722,1954,outing,5,2,1
drive,32722,2277,hitch,-1,2,1
drive,32722,2869,whirl,-1,2,1
drive,32722,3198,tour,2,1,1
drive,32722,6911,pickup,-1,2,1
drive,32722,6976,ramble,-1,2,1
drive,32722,8421,airing,-1,2,1
drive,32722,10756,jaunt,-1,2,1
drive,32722,13349,commute,5,2,1
drive,32722,15674,joyride,-1,2,1
drive,32722,32869,excursion,-1,2,1
drive,32722,34748,expedition,3,2,1
wash,108,638,washing,2,3,1
wash,108,1076,bathe,-1,2,1
wash,108,5772,rinse,-1,2,1
wash,108,6181,shampoo,2,3,1
wash,108,8740,ablution,-1,2,1
wash,108,10792,cleansing,-1,2,1
for,18716,220,now,1,1,1
for,18716,2984,being,6,1,1
for,18716,8480,because,1,1,1
for,18716,10761,considering,4,1,1
for,18716,21462,whereas,4,1,1
room,544,167,play,1,2,1
room,544,537,place,1,3,1
room,544,960,sway,-1,2,1
room,544,1119,sweep,4,2,1
room,544,1127,rope,3,2,1
room,544,1154,area,3,3,1
room,544,2033,volume,4,2,1
room,544,2179,opportunity,3,2,1
room,544,2546,expanse,-1,2,1
room,544,2806,occasion,4,2,1
room,544,3423,margin,6,2,1
room,544,3523,opening,6,2,1
room,544,3623,license,5,2,1
room,544,3636,range,3,2,1
room,544,4323,capacity,4,2,1
room,544,4937,extent,4,2,1
room,544,5427,territory,4,2,1
room,544,6422,allowance,5,2,1
room,544,6433,rein,-1,2,1
room,544,6966,leeway,-1,2,1
room,544,7532,latitude,-1,2,1
room,544,8057,clearance,-1,2,1
lesson,983,103,instruction,6,3,2
lesson,983,798,practice,4,3,2
lesson,983,1280,class,1,3,2
lesson,983,1714,task,4,3,2
lesson,983,1959,education,3,3,2
lesson,983,2272,study,1,3,2
lesson,983,2378,exercise,2,3,2
lesson,983,2445,quiz,2,2,2
lesson,983,2492,test,1,3,2
lesson,983,2508,period,3,2,2
lesson,983,3928,lecture,3,3,2
lesson,983,4325,reading,1,3,2
lesson,983,4338,assignment,3,2,2
lesson,983,4546,drill,-1,2,2
lesson,983,4566,recitation,-1,2,2
lesson,983,12544,coaching,4,2,2
bird,324,43,game,1,2,1
bird,324,11966,fowl,-1,3,1
fast,27279,237,hot,1,1,1
fast,27279,316,electric,2,2,1
fast,27279,364,ready,1,2,1
fast,27279,762,flashing,-1,2,1
fast,27279,1771,winged,-1,2,1
fast,27279,1992,active,3,2,1
fast,27279,2913,fleeting,-1,2,1
fast,27279,3898,rapid,4,1,1
fast,27279,4741,supersonic,-1,3,1
fast,27279,5590,hasty,-1,3,1
fast,27279,6006,nimble,-1,1,1
fast,27279,6817,agile,-1,1,1
fast,27279,7245,hurried,-1,2,1
fast,27279,9998,accelerated,-1,2,1
fast,27279,11817,breakneck,-1,3,1
fast,27279,12054,swift,6,1,1
fast,27279,14294,presto,-1,3,1
fast,27279,16901,expeditious,-1,3,1
fast,27279,17580,pronto,-1,3,1
fast,27279,19498,snappy,-1,3,1
fast,27279,24471,quick,2,1,1
fast,27279,25093,brisk,-1,1,1
fast,27279,31819,dashing,-1,2,1
fast,27279,32165,snap,6,2,1
fast,27279,33031,flying,2,2,1
fast,27279,35555,posthaste,-1,3,1
fast,27279,35649,racing,3,2,1
fast,27279,35650,PDQ,-1,3,1
fast,27279,35651,chop-chop,-1,3,1
fast,29348,237,hot,1,1,1
fast,29348,316,electric,2,2,1
fast,29348,364,ready,1,2,1
fast,29348,762,flashing,-1,2,1
fast,29348,1771,winged,-1,2,1
fast,29348,1992,active,3,2,1
fast,29348,2913,fleeting,-1,2,1
fast,29348,3898,rapid,4,1,1
fast,29348,4741,supersonic,-1,3,1
fast,29348,5590,hasty,-1,3,1
fast,29348,6006,nimble,-1,1,1
fast,29348,6817,agile,-1,1,1
fast,29348,7245,hurried,-1,2,1
fast,29348,9998,accelerated,-1,2,1
fast,29348,11817,breakneck,-1,3,1
fast,29348,12054,swift,6,1,1
fast,29348,14294,presto,-1,3,1
fast,29348,17580,pronto,-1,3,1
fast,29348,19498,snappy,-1,3,1
fast,29348,24471,quick,2,1,1
fast,29348,25093,brisk,-1,1,1
fast,29348,27503,expeditious,-1,3,1
fast,29348,31819,dashing,-1,2,1
fast,29348,32165,snap,6,2,1
fast,29348,33031,flying,2,2,1
fast,29348,35555,posthaste,-1,3,1
